names,scores,logfoldchanges,pvals,pvals_adj
Arhgef37,1.6092845,-0.3716588,0.10755412992716144,0.19258157239307766
Repin1,1.6050112,-6.3142424,0.10849132531512491,0.19418607223373233
Vmn1r72,1.6038855,0.45950726,0.10873929220547368,0.19461515541638838
Gm8317,1.6020904,-0.49117056,0.1091356205880047,0.19530968209025373
Rpl15-ps6,1.6015695,-3.944629,0.10925082622192349,0.19550104289303447
Igsf11,1.6008714,-0.89637655,0.10940540117210228,0.19576281956565622
Ptpn3,1.6002079,-2.5942304,0.10955245251141245,0.1960110953470742
Ube2e1,1.6001581,-31.845516,0.10956352655109639,0.19601606155142376
Eif1-ps2,1.5981541,-0.8940153,0.11000869277722347,0.19676778222707825
Zfand4,1.5980847,-0.25418186,0.11002413677958965,0.1967805054040045
Surf1,1.5980463,-28.285812,0.11003268100623102,0.1967808871932301
Gm10420,1.5980028,-0.18761854,0.11004235551105628,0.19678329014510262
Gdf1,1.5975461,-0.8473143,0.11014402978543937,0.19695019890702978
ENSMUSG00000114046,1.5968342,0.71545506,0.110302668835307,0.19721893426377915
Atp8a1,1.5948775,-1.5842605,0.1107396350703557,0.19792531174310474
Gm1818,1.5946838,0.22867672,0.11078297311466818,0.19798778905512424
Camp,1.5938377,-0.34772557,0.11097238042962447,0.19829628550784173
Nos2,1.5936766,-0.67349756,0.11100848895283498,0.198345803143337
Gm43471,1.589626,-0.26496267,0.11191915366262237,0.19989734054176203
Cfp,1.5875236,-1.4530975,0.1123941195808766,0.20071531704996493
Gm13641,1.5869144,-1.3124024,0.11253201816301354,0.20093119669124973
Mok,1.58632,-0.42289358,0.11266672270846032,0.2011565122521951
Gm20482,1.5852654,0.08346787,0.11290605243487009,0.2015685786837024
Adamts13,1.5845374,-11.176358,0.11307149414750294,0.20183342879605282
Plekhg4,1.5815269,2.0678225,0.11375760596350558,0.20302745828968383
Gm5578,1.5799563,0.47260118,0.11411687568276076,0.20365327293007643
Sycp3,1.5794402,1.322185,0.11423510987022266,0.2038488728748606
Garnl3,1.5789376,-7.7909975,0.11435034922403979,0.2040390994879169
Mcf2l,1.5773569,-4.516625,0.11471342599905593,0.20465602987339127
Gm20518,1.5759429,-0.12058017,0.1150389640240196,0.2052058125065222
Nfkbia,1.5736594,-37.07525,0.11556620345238365,0.2061307325944842
Gm9742,1.5730718,1.1136382,0.11570219887007459,0.20635771968514285
Or9k2,1.5725139,0.01702279,0.11583141156229612,0.20655698116510618
Ly6h,1.5716193,2.5782669,0.1160388718129446,0.20691131509727217
Wfdc17,1.5713327,-22.207214,0.1161053901574463,0.20701429807586344
Gm45647,1.5705596,-1.6598059,0.11628497846352652,0.20731885246335272
Matcap2,1.5701371,-2.411878,0.11638320527321626,0.20747831635914274
Gm45492,1.5697322,-1.066977,0.11647741567381613,0.20763059660638525
Gm29462,1.5683087,1.0660943,0.1168090987140761,0.2081904263732884
Bnip3l-ps,1.5682567,-1.7042391,0.11682122046449661,0.20819632175885577
S100a2,1.5673573,0.32513794,0.11703119312899231,0.20855479539041322
Aopep,1.566626,-29.696606,0.1172021475884251,0.20884368800438968
Gm12508,1.5651683,-0.9963387,0.11754345462529074,0.20943606711201573
Lrrc4,1.5641046,1.2847751,0.11779301666243092,0.20986490017976173
Xrcc2,1.5635746,-1.0578558,0.11791750884754537,0.21007085575743792
Mfsd4b3-ps,1.5628504,-0.21923314,0.11808780639523749,0.21035837668641813
ENSMUSG00000057577,1.562703,-0.55998874,0.11812246678376007,0.21040425216040998
Il7,1.5608495,-0.7145514,0.11855924875690493,0.2111504195797973
Smarca5-ps,1.558362,-0.03845392,0.11914747124247387,0.21216603228183004
Rpl31-ps14,1.5573281,-0.88529766,0.11939260278831475,0.2125865121711731
Ptpn4,1.5557404,-1.3968016,0.11976983418764907,0.21324212356572386
Macc1,1.5544018,0.75465345,0.12008860264409739,0.2137774423887425
Tcf7,1.5539836,0.50627875,0.12018834978399912,0.21392276469353047
Or52e8,1.5526325,-1.2326591,0.12051096831018832,0.21446734127313002
Tmem177,1.5519426,-3.5450482,0.12067595495095718,0.21474210726959161
Gm7251,1.5494009,-0.4611912,0.12128537528260074,0.21577779992093937
Cdkl1,1.5476046,-0.14573145,0.12171754463583465,0.2165140539079035
Nadsyn1,1.547495,-1.0602953,0.12174391823775232,0.21654466059442376
H2-Bl,1.5468254,0.09135775,0.12190534813196256,0.21681546782810687
Hmgb1-ps5,1.5458391,0.10225288,0.12214344768261325,0.21722258528165994
Gm11737,1.5440822,-0.11960906,0.12256843545712479,0.2179619825290028
Nxpe2,1.5438732,-0.47192273,0.12261905977749551,0.21803559251763185
Pim2,1.5432473,-0.24929477,0.12277076212916212,0.2182889102185125
Gm15596,1.5426396,0.5850844,0.1229182416715599,0.21853468211078705
Rprm,1.5399417,1.6942558,0.12357457858696184,0.21966850698394236
Fam83h,1.539552,0.983318,0.1236696027578056,0.21982088093476757
Spata18,1.5372059,0.19810934,0.12424288917576681,0.22082327202564242
Rpl31-ps11,1.5314224,-1.0079682,0.125665022789,0.22331729636615774
Gm30531,1.5282724,-0.6394775,0.1264449213814005,0.22468633776800284
Acat3,1.5258645,0.35398644,0.1270436085258106,0.22568226494609098
Sptbn2,1.5251557,0.3702258,0.12722027462227492,0.2259621104483612
Spic,1.5222403,-0.24003236,0.12794889351583713,0.2272220745611299
Gpr157,1.5221179,-1.3323543,0.12797955124464508,0.2272594331641679
Syne3,1.5204982,-0.14595622,0.12838580724085707,0.22792943651531644
Rpl18a-ps1,1.5186416,-0.8859914,0.12885274773886943,0.22874122608897
Ccdc39,1.5177069,-0.57519424,0.1290883184599782,0.22914219360811192
Selp,1.5169338,0.90901214,0.12928341070593252,0.22947125370339885
Atp5l2-ps,1.5167841,-1.3657407,0.12932121648348957,0.22952111011770288
Syngr3,1.5161363,1.4483352,0.12948489185330864,0.22979433737543226
Gm7059,1.5156014,-0.6910722,0.12962018871556352,0.22999988564079973
2610042L04Rik,1.5153033,0.60563636,0.12969561132319196,0.23011643018591732
Ooep,1.5141728,1.5077691,0.12998200846403665,0.23060725716756872
Crebrf,1.5123308,-16.7701,0.13044974126176387,0.23140232339622444
Zfp455,1.5116122,-0.73783666,0.13063256653461658,0.23169183466843205
H1f1,1.5095061,0.9555788,0.13116948384339733,0.232609187527394
Aoc2,1.5090824,0.7016598,0.13127772327115966,0.23278365748728042
Defb42,1.5085093,-0.35251564,0.13142421951884561,0.23302593373777603
Slc4a11,1.5079125,0.95351994,0.13157691414606937,0.23326165483670855
Gm8281,1.5078498,-0.40518296,0.13159295670995053,0.23327258765071227
Myoz1,1.5060014,-1.2435108,0.13206681179442628,0.23404232586061544
Tpt1-ps6,1.5057185,-0.34836793,0.13213944868296476,0.23415348217106607
Sema4g,1.505597,0.48120487,0.13217064582821747,0.23419119534230926
Gm33933,1.50553,0.17483231,0.13218788256404596,0.23420416847024672
Gm6548,1.5050164,0.07775963,0.1323198356230375,0.23442037330321525
Fam227a,1.5035669,0.18688232,0.1326929289620301,0.2349756109912372
Lyn,1.5028899,-7.287153,0.1328674494467887,0.23526701824457238
Zfp791,1.4996326,-0.22894508,0.13370960804809195,0.2367049877616713
Slamf8,1.4981301,-0.5035771,0.13409944337531565,0.2373417467382235
Fmr1nb,1.4974847,0.19542702,0.13426718562721127,0.23760778260144041
Nr4a3,1.4954361,-2.6088462,0.13480067968467652,0.23852924225273384
Gm7266,1.4935763,-0.19667855,0.13528639025214867,0.23935285456780062
Zfp459,1.4935555,-2.920538,0.13529182171199616,0.23935285456780062
Insl3,1.4922757,-0.86710155,0.13562689387710145,0.23990136740085466
Mmp8,1.4920691,1.4698436,0.1356810313086795,0.239979156910694
Gm28041,1.4918088,-0.6659928,0.13574929534091773,0.24008191863191208
Ano7,1.4915034,1.3783311,0.13582937783755117,0.2402055651643929
Gm48690,1.4896005,-1.1397208,0.13632931181473837,0.24107161808473837
Gm6745,1.4892385,-0.8572427,0.13642457552591467,0.24122201500843105
Kcnab3,1.483673,1.017183,0.13789568796965493,0.24369549944121047
Ccdc116,1.4822276,1.8580117,0.13827976200243078,0.2443376913718894
Aff2,1.4819083,-0.15670697,0.13836470235999296,0.2444694916931254
Brinp3,1.4814962,1.6209799,0.1384744058219937,0.2446450216844662
Adamts19,1.4806483,-1.5441586,0.1387003133099204,0.2450074858430773
Zscan18,1.4775435,0.05635787,0.139530007073656,0.24645466963933513
Crygn,1.4774084,-1.7999014,0.13956617793727913,0.24650012629403847
Trim5,1.4767383,-4.298357,0.13974577922748158,0.24679888232765176
Rps19-ps4,1.4735564,-1.2619252,0.1406010665335413,0.2482536846007459
Gm18029,1.4732379,0.6831004,0.1406869032560496,0.24838667626961267
Gm2974,1.4727842,-0.32198152,0.1408092484999173,0.24858410006102738
Pitx2,1.4723176,1.8537244,0.14093513834520283,0.24878775150228205
Rpl35a-ps7,1.4720725,-0.476592,0.14100129317887575,0.2488859323104337
Cage1,1.4719007,0.8127812,0.141047703011515,0.2489492485119178
Gm20568,1.4705511,-1.1556615,0.1414125605533341,0.24955592774227153
Fbxw10,1.469842,-0.9775353,0.14160456214321518,0.24987609161697938
Gm13604,1.4685041,-0.8921947,0.1419673439587901,0.25047883415376315
Cpne5,1.4682775,-0.6657875,0.14202885849018476,0.25056865086239855
Ube3d,1.4671209,-0.9424299,0.1423431646648957,0.25108564652001353
mt-Co2,1.464765,,0.14298504165642548,0.2521802186938271
Gm5697,1.4645855,0.23154372,0.14303404348553073,0.2522478080612006
Prtg,1.4626064,1.5273083,0.14357510213017236,0.2531524662492869
Foxd2,1.462432,0.3473659,0.1436228435203932,0.25321056775602385
Cdiptos,1.4579804,-0.5028493,0.14484593162486825,0.2553287873814189
Sdf4,1.4576017,-29.551268,0.14495037208759456,0.2554938242728954
Gm21972,1.4562241,-0.22806609,0.14533067672589764,0.2561450466305349
Unc13a,1.4557134,0.23529083,0.14547188287531626,0.2563747926134332
Slco5a1,1.4546933,0.23842679,0.14575417573211333,0.2568339712770048
Rap2a,1.4544933,-21.796131,0.14580960549575625,0.2569124788464313
Gm6063,1.4530644,0.12210081,0.14620585533603153,0.2575530247514655
Amotl1,1.4501226,-31.423273,0.14702434568527703,0.2589755458189358
Rpl31-ps6,1.4497014,1.7148191,0.14714180480731032,0.2591437944641722
Gm43960,1.4492704,-0.37721178,0.14726209256512468,0.2593363072005375
Gm10179,1.4480125,0.800675,0.14761354626704368,0.25989710616978523
Mpp2,1.4477382,-1.1912305,0.14769027651660327,0.260012821167078
Gm13272,1.4471339,0.7545189,0.14785941262727284,0.2602911898694896
Gm4939,1.4457093,0.3064138,0.14825874832808797,0.2609552827315772
Gm8927,1.4454813,-0.28612795,0.14832272878375594,0.2610484447210416
Aqp11,1.4425544,-0.88481826,0.1491460659399122,0.2624779633114786
Pcdhb12,1.4422415,-0.010685646,0.14923423149081272,0.26261355747928833
Arl3,1.4414083,-24.180063,0.1494693603561702,0.2630077295122986
Ncoa4-ps,1.4373425,-0.07276601,0.150620698841882,0.26497441925553694
Rpl36-ps3,1.4359292,-2.786273,0.15102250646821072,0.26566150024468316
Rhbdf2,1.4356203,-2.6860032,0.1511104129479949,0.2657963410711585
Gm128,1.4342197,0.47051683,0.15150958166061718,0.2664786171560267
Gm44845,1.4336163,-0.14560246,0.15168180694356578,0.2667616679185442
Rpl17-ps1,1.4325495,-0.43187287,0.15198663476682892,0.2672778662765981
Gm12276,1.432294,0.14014287,0.15205968008830217,0.2673864143055003
Gm49320,1.4322487,0.25240925,0.15207264466273784,0.26738930620653045
Neu3,1.4304008,-0.86543757,0.15260200479052455,0.268280139562145
Rapsn,1.42919,-1.0128429,0.15294963405986975,0.26885126552524063
Polq,1.4258559,1.0752313,0.15390993990210752,0.27049900970444063
Gm7926,1.4254603,-1.314296,0.15402418382308442,0.27067965524031523
Rps2-ps4,1.4254065,-0.10256989,0.15403975541162027,0.27068688160823406
Ptx4,1.4241415,2.0922692,0.15440549801387957,0.2713094003262552
Smarce1-ps1,1.4237198,0.3090167,0.15452761217968197,0.27150377322941593
Gm8172,1.4234903,-0.49826142,0.15459407095222158,0.2716003384129733
Gm15937,1.4232631,-0.24899499,0.1546599095248036,0.2716918510607781
Gm14401,1.4232311,-0.14475726,0.15466916393100558,0.2716918510607781
Gm14843,1.4225447,1.8874726,0.15486818187365686,0.27200099070842804
Cdk18,1.4221379,-1.0533037,0.1549862339856019,0.2721880916709221
Apoh,1.4216664,0.43279397,0.15512311849229535,0.27240823596063557
Or2w1b,1.4204334,-0.15910713,0.15548154778749354,0.2730173684424907
Gm9645,1.4191206,0.48134893,0.15586387616830222,0.27366837277718475
C920009B18Rik,1.4177918,0.22549197,0.15625155371829166,0.27430828319433426
Angel1,1.4161596,-0.78963965,0.15672877616856634,0.275125625882707
Cntfr,1.4137105,-21.819098,0.15744692490750645,0.2763657437200126
Pet100,1.41322,-24.917444,0.1575910433226354,0.27659815978035157
Gm7609,1.4110843,-8.023783,0.15821977748829896,0.27766042823559506
Gm5145,1.4105792,0.5387422,0.15836873387780293,0.2779011858649122
Cep126,1.408105,-1.3119894,0.15909996957836237,0.27916359986707007
Ankrd46,1.4076617,-19.12484,0.15923128649410256,0.27936344927085816
Gnat2,1.4076406,0.8028029,0.1592375208916995,0.27936344927085816
Gm4617,1.4068801,-1.5132308,0.15946293080106466,0.27973812762361294
Camkk1,1.4058392,-5.563381,0.15977187560537742,0.2802592806828026
Vmn2r84,1.4034536,-0.28727964,0.16048162465838878,0.28146246332460656
Mkrn3,1.403228,-0.26318312,0.1605488591102071,0.2815594773956643
Gm9104,1.400335,-2.2342608,0.16141304846586602,0.2830330055535759
Gm6104,1.3988864,0.90006095,0.16184705344281736,0.2837729549712581
Gm6813,1.398229,-1.1340624,0.16204429697981748,0.2840977019936368
Mrto4-ps1,1.3981708,0.09902901,0.16206178124783843,0.2841072684321799
Gm28693,1.3974758,0.5344827,0.16227053858397988,0.28445212555786187
Ark2c,1.3954198,-3.1217701,0.1628892656869474,0.2855154115289573
Rpl19-ps12,1.39538,-0.30534643,0.16290128280664484,0.2855154115289573
Gm28044,1.3949639,0.5310989,0.16302672357231307,0.2856928731732033
Hey2,1.3938782,-1.9025744,0.16335438683944892,0.28622461030595825
Tnk1,1.3937235,0.7090958,0.16340111289878723,0.2862852460897681
Or4c105,1.3931779,0.3973166,0.16356601702236018,0.28655291018951046
Rab33a,1.3923954,1.1240122,0.16380271377248934,0.2869462994675149
Foxf1,1.3910487,-0.14724834,0.16421068325435673,0.28761831151943945
Gm14127,1.3906444,0.21997984,0.16433327084399574,0.28779034627861977
Gm15280,1.3899517,0.19528411,0.16454352930079674,0.2881372010982371
Gm14537,1.3885335,1.0292964,0.16497465179516824,0.2888707375873735
Vmn1r47,1.3880562,0.2216669,0.1651199532615748,0.2890823018078608
Ppm1e,1.3871176,0.02917442,0.16540589249599003,0.28953998715338525
Ica1l,1.3867981,0.4355231,0.16550333405704964,0.28968908883005334
Gm13785,1.386705,0.8972878,0.16553171337455486,0.28971729413310315
Mif-ps6,1.3864503,0.27545485,0.16560943738791478,0.2898318530443754
Rps6ka5,1.3855993,-2.7137103,0.16586930793247112,0.29026204759277885
Kif9,1.3844199,0.0021274278,0.16622990218572975,0.2908315324441984
Scn2b,1.384339,0.48162654,0.1662547028525999,0.2908533799497306
Cxxc4,1.382468,-0.5188401,0.16682806718130072,0.29181322385141467
Rpl21-ps6,1.3811529,-0.5388948,0.1672319597994827,0.29249804682884717
Epyc,1.380975,-9.58914,0.1672866414400368,0.29257202409707606
Arhgef33,1.3804184,1.1853788,0.16745783891532495,0.2928497529443171
Gm15799,1.380026,1.4661258,0.16757863636758785,0.2930393077908493
Rps15-ps3,1.3762044,-0.974356,0.16875835809897277,0.29508040392744367
Gm8580,1.3757432,-0.5588281,0.16890118285466404,0.2952864214499311
Gm5619,1.3741893,-0.43276128,0.16938293346854738,0.2961067400429661
Gm6480,1.3737079,0.3161825,0.16953240350768783,0.2963461039928287
Gpi1,1.3709135,-25.714272,0.17040191949962258,0.2978219563818413
Opn3,1.3701953,-3.394638,0.1706259620928703,0.29819034519584436
Zcwpw2,1.3701569,-0.32198375,0.170637944880074,0.29819034519584436
Gm8420,1.3692514,-0.4294055,0.17092070249465474,0.2986402776556136
Gria1,1.3689712,-0.35143495,0.1710082814235322,0.2987711993716904
Gm20661,1.3686699,0.53692275,0.17110250377308,0.2989137076861122
Slc16a6,1.3681135,0.40432513,0.17127656374056965,0.29919565982221535
Gm6450,1.3676225,-0.6472925,0.17143026123349037,0.2994420025583285
Mgst2,1.3666242,0.6703428,0.17174311811165688,0.2999441177756338
Gm13689,1.3659053,-0.18209761,0.17196871137586467,0.30031590502804223
Selenbp2,1.3652108,-2.3246896,0.1721868118916845,0.30063010449356786
Gvin-ps6,1.3649435,3.378436,0.17227081427163538,0.30075453835257204
Gm12689,1.3639549,1.0474955,0.17258176763483124,0.30123061651535865
Fyb2,1.36029,1.3248575,0.1737381438006691,0.30322659189564094
LOC671917,1.3585184,0.05293419,0.1742992692908174,0.3041385122197236
Smco1,1.3583475,-1.3626986,0.1743534187523691,0.3042105262483166
Prx,1.3581089,0.22847472,0.17442913196962495,0.30432015113778793
Ramp1,1.3580599,-7.3993497,0.17444468168868943,0.30432480252352534
Llgl2,1.357731,0.3576549,0.17454904678476435,0.30448438328800814
Mettl21e,1.356965,0.6517823,0.17479234579650704,0.30486376726421716
Ehhadh,1.3558803,-1.0788059,0.1751372665768166,0.3053977095682109
Klhdc7a,1.3550346,0.6922484,0.17540655249631154,0.3058447018908522
Rpsa-ps11,1.3531715,-0.283808,0.17600087637472117,0.3068356853529625
Gm4349,1.3527154,0.6153812,0.17614657966285574,0.30706703750673914
Kcnab1,1.3514637,0.08574484,0.17654696653519442,0.3077195909480392
Jph1,1.3490796,-0.25124556,0.1773114134311644,0.30902921099812103
Gm6543,1.348854,-0.7067448,0.1773839014980415,0.3091327384746376
Nupr2,1.3453676,-1.0836971,0.17850655151650796,0.31106626730884795
Nos1,1.3436745,0.7447232,0.17905367069749967,0.3119879559798955
Sntg1,1.3436491,0.8111424,0.1790618821904002,0.3119879559798955
Vamp1,1.3413364,-0.2113349,0.17981125938753428,0.3132474192781877
Llph-ps2,1.3382727,-0.7838707,0.1808075747252006,0.3149134141412744
Gm13181,1.3376908,0.49185917,0.18099725108610132,0.31522053143882617
Gm43028,1.3369068,-0.92793036,0.18125305429598693,0.31564275991783447
Gm20538,1.3359329,-0.37846658,0.18157123952585152,0.31615024685538395
Irak3,1.335007,-13.4659195,0.18187406991266875,0.3166308524032391
Foxl1,1.3336868,2.1139367,0.18230651744046,0.3173369379853431
Ly6m,1.3321555,0.20261814,0.18280909676647994,0.3181883188210907
Tesmin,1.3320744,1.6369455,0.18283575230522142,0.31821126622470053
Or10d5,1.3311502,-0.43779612,0.1831395983336631,0.3187166029794044
Gm6044,1.3271425,0.66363305,0.18446154561331718,0.32094624108221603
Rybp-ps,1.3254764,1.1980646,0.18501317984517562,0.3218823246021134
Yjefn3,1.3249742,-2.116806,0.18517972526253224,0.32212462555609944
Ankmy1,1.3223575,2.1090274,0.18604910389624296,0.3235790162352067
Gm49051,1.3192073,0.6605094,0.18709982817374715,0.3253688464471826
Dusp9,1.3177922,0.90766335,0.1875732344246981,0.326144083205432
Prkar1b,1.3171004,-1.1054989,0.18780497910506733,0.32652299510089766
Slc46a2,1.3165678,1.4588008,0.1879835618157557,0.3268094291344642
Gm5497,1.3146449,-0.33184248,0.18862924746960408,0.327862043795149
Otulinl,1.3146408,-1.531298,0.18863067504238074,0.327862043795149
F2rl1,1.3146408,-1.8651686,0.18863067504238074,0.327862043795149
Siglecf,1.3145207,0.6406136,0.18867102278505998,0.3279080442355899
Trim65,1.3123447,-3.6672475,0.18940384934581178,0.3291332542777474
Herc3,1.3118925,-0.7660562,0.1895563907237363,0.32937409925594935
Gm13570,1.3101245,1.0668192,0.19015372497672012,0.3303634258366509
Poln,1.3099611,0.5406872,0.19020901932946854,0.3304351875841271
Gm4950,1.3096961,-1.0871539,0.19029868315870646,0.33056664177760003
Kbtbd6,1.3059031,1.2257763,0.19158552910234017,0.33275307227399836
Gm34432,1.3054485,-0.4905153,0.1917401787339147,0.33297270709261867
BC049715,1.303273,0.078267254,0.1924816017240517,0.3342356770068239
Gm2897,1.3020399,-0.74466956,0.1929027735299158,0.33491778122382515
Gm15900,1.3015127,0.72672445,0.19308301831925823,0.3352060837659267
Neto2,1.3004892,-0.16802482,0.19343335139550089,0.3357896077984219
Iba57,1.2993788,-1.4968169,0.19381397270198875,0.3364256208990062
B3gat2,1.2989482,0.64212364,0.1939617058208729,0.3366573189209229
Gm32536,1.2980204,0.100987256,0.19428031758763653,0.33716078037892605
Unc79,1.2963564,1.7856848,0.19485270135613975,0.3381044339038696
Gm9403,1.2919074,0.19316086,0.1963892061575594,0.34072048759806906
Lmntd1,1.2911445,1.1631231,0.19665357982873066,0.3411540987907203
Dnai7,1.2894552,0.16770928,0.19723989687847776,0.3421209872350215
Rps19-ps7,1.288398,-0.34340924,0.1976074638876032,0.342733380166611
Gm38164,1.2878587,0.81843495,0.19779513073491695,0.3430336845146456
Vstm5,1.28731,0.25995952,0.1979862401598792,0.3433399147504961
Pilra,1.2868319,0.19361834,0.19815289997662455,0.34360370359329384
Or6c6c,1.2866211,-0.65412843,0.1982264031255948,0.343705928813747
Rpl15-ps2,1.2863909,-1.5603315,0.19830665502266098,0.34381983986276243
Dcaf11,1.2833266,-18.120174,0.19937765869550617,0.3455752624043551
E2f2,1.283258,0.47018087,0.19940170782039368,0.34559158708823234
Rgs11,1.2826624,0.61000806,0.19961038410465248,0.34592787108848105
H2bc9,1.2809303,0.19514614,0.2002181430307255,0.3469556713761842
Lrrc7,1.2788599,1.9315906,0.2009464009931512,0.34816657653188765
Ctnna2,1.2785625,3.882425,0.20105116220306152,0.3483225394160566
Zmat5,1.2766936,-27.197641,0.2017104573146643,0.34943914281112476
Lenep,1.2766213,-0.6691512,0.20173598293765405,0.34945773342404857
Gm5093,1.2723227,-1.0154855,0.20325849126946116,0.35206928373366153
Gm11585,1.2716942,0.2477307,0.2034818148761809,0.3524044247518343
Ppef1,1.2714151,1.326792,0.20358100679743196,0.35255036375089005
H4c6,1.2708272,-0.3515004,0.2037901370821904,0.3528866525928025
Fam217a,1.2686666,0.95216596,0.20456000930544538,0.3541938117434339
Vmn1r60,1.2685907,-2.4097948,0.20458708152908833,0.35421472204050397
Zfp850,1.2680353,-0.21574447,0.2047853612011421,0.3545320299715756
Gm10046,1.2676538,0.8968472,0.2049216152453589,0.3547419181905916
Rinl,1.2664183,-1.9070247,0.20536336860053128,0.3554545416364878
Gm8100,1.2656331,-0.62094545,0.2056444688263367,0.35591500572588647
Mmp3,1.2649971,-63.728012,0.20587234271088395,0.3562832886785691
Rps12-ps16,1.2647766,-0.6017083,0.2059514303351947,0.35639404658957025
Gm37988,1.2641859,-0.6810854,0.2061633217729798,0.35673458527577145
Gm4691,1.2615079,-0.021977937,0.20712593766597254,0.3583477458146882
Mc5r,1.2601119,2.1307101,0.2076289901952233,0.3591654615453218
Qprt,1.2591532,0.01726864,0.20797499421013155,0.359711308357437
Rprml,1.2575662,0.4908384,0.20854869993616798,0.3606771739048341
Gm8121,1.2569923,-0.40032583,0.20875641024674485,0.3610099689902892
Apoc1,1.2563261,-1.5905769,0.20899775203608728,0.36137441628317235
Gm15460,1.2550954,0.12529363,0.20944415404550987,0.3621197747554522
Gm8942,1.25422,-0.038551696,0.2097620600350092,0.3626163363646774
Gm5883,1.2533226,-0.51131105,0.2100883398922695,0.36312722644484835
Stox1,1.2521825,-1.0934161,0.2105033720524897,0.36381796672655736
Gm7389,1.2520499,0.9677135,0.21055166069492415,0.3638748007956397
Fignl2,1.2510773,-1.6442304,0.21090626922987787,0.3644609690159445
Gm7172,1.2505776,-1.3872385,0.21108865438810065,0.3647494590564247
Ikzf4,1.2504083,-1.9597965,0.21115045205319716,0.36482955364995756
Tnfsf9,1.2502689,-6.4853044,0.21120130846959595,0.36489073342307826
Dennd6b,1.2500478,-0.482389,0.21128207681374667,0.36500357905488995
Gm10145,1.2494377,-0.086360104,0.21150501345076245,0.36536199522601
Marveld2,1.2461236,0.20064153,0.21271906031474463,0.36731890556302565
H2-DMa,1.2451085,-3.135325,0.21309187272413044,0.3678610776596276
Rpl36a,1.2450134,,0.2131268491156566,0.36789457051746016
Gm48088,1.2438751,-0.24189481,0.2135455301045034,0.3685903519618907
Hexim1,1.2430018,-17.70447,0.21386717452264603,0.3691185539529024
Pigr,1.24275,-0.47507438,0.2139599730654913,0.3692446642287177
Gm18087,1.2427187,1.7816911,0.21397150687789201,0.3692446642287177
Arl5c,1.2421334,-2.204893,0.21418736371575908,0.36957832141245095
Hspa1a,1.2421095,-11.668298,0.21419614834835332,0.36957832141245095
Gm48331,1.2419479,0.6711012,0.2142557749495828,0.36965420057585974
Gm50318,1.2411695,0.50350595,0.21454317875516615,0.37009599250535163
Mamstr,1.239211,-0.51931536,0.21526736350125775,0.3713181242342054
Psg23,1.2372627,-0.25725368,0.21598953983025038,0.3725094129914095
Gm50045,1.2358563,-0.18366797,0.21651196670095818,0.373361524818483
Gm18959,1.2358476,1.1541698,0.21651522657650313,0.373361524818483
Gm3164,1.2328684,0.11885438,0.21762484078176225,0.37519278622772106
Fmo4,1.2314489,1.2421579,0.21815500824216016,0.3760663713767448
Angpt4,1.2314265,-2.116085,0.21816339219235148,0.3760663713767448
Gm12341,1.2311871,-0.7204081,0.2182529044279633,0.3761657683686918
Gm15452,1.2306819,0.6562397,0.21844185009246098,0.37643648800131474
Gm7592,1.2280905,-0.8393073,0.21941297240934132,0.3780548414385478
Spata33,1.2278517,-3.1606693,0.21950264465136127,0.3781817628964117
Frs3,1.2263265,-1.8281615,0.22007584371582545,0.37913310400232
Rpl39l,1.226297,0.2843732,0.2200869193548034,0.37913310400232
Gapdhrt,1.2245755,-0.82279116,0.22073517504388762,0.38022209361275205
Ccdc89,1.2244377,-0.5771794,0.2207871613990975,0.3802561822390143
Gm50083,1.2239412,0.44305557,0.2209744058575186,0.3805322329827215
Gm5596,1.2226654,0.8664988,0.22145607549033197,0.38132482571490967
Gm7589,1.2224711,-3.0996094,0.22152953146620435,0.3814082647646064
Pclo,1.2224431,0.65981,0.22154010135502678,0.3814082647646064
Fth-ps2,1.222409,0.37774011,0.22155297408387298,0.3814082647646064
Gm15760,1.2220799,-0.7343243,0.22167743809445895,0.38159472126725075
Gm6433,1.22102,0.2996664,0.22207845679393,0.38220147380177927
Ap5b1,1.2202795,-0.8467064,0.22235895069915035,0.382656329190196
Arfgef3,1.2195014,-0.26489744,0.22265394702227892,0.38313607362229546
Vmn1r53,1.2182095,0.86723185,0.22314437145007304,0.38392404385040246
Gm17669,1.2148331,0.02382598,0.2244297384866457,0.386107418266064
Gm12728,1.2127625,0.025224436,0.22522062746440408,0.3873834152287693
Iqcd,1.2119906,0.044205185,0.2255160010077304,0.38783498069192573
Eif1-ps1,1.2110497,-0.79953,0.22587637461594356,0.3884264592896915
Gm8330,1.2088162,-0.9368203,0.226733456671248,0.38984357111890733
Npy1r,1.2076467,-2.8499148,0.22718318187612374,0.3905883935581861
Rec114,1.2059939,0.62869984,0.22781986522836162,0.3916545150334156
Gm3526,1.2057555,0.7375905,0.2279117678775815,0.3917839945445275
Smkr-ps,1.2055699,0.38744903,0.2279833648831916,0.39185003724848055
Gm6065,1.205311,-0.105538614,0.2280832928023493,0.3919663393116774
Glt8d2,1.204476,-10.59095,0.22840565346703623,0.39249017463588415
Gm5446,1.2036059,0.0024842233,0.22874193646458807,0.3930394472415825
Gm6155,1.2034467,-0.8147363,0.22880350935708937,0.39311664929617457
