receptor,ligand,n_db,m_r_lfc,m_r_padj,m_l_lfc,m_l_padj,m_strict,m_relaxed,h_r_lfc,h_r_padj,h_l_lfc,h_l_padj,h_strict,h_relaxed,conservation
INSR,INS,5,0.5957,8.088641315405144e-42,,,no_data,no_data,0.2877,0.0002493268055544,0.0,1.0,no,no,neither
LRP2,INS,4,-3.068,1.722378908969545e-05,,,no_data,no_data,0.123,1.0,0.0,1.0,no,no,neither
RXFP2,INSL3,5,-0.2488,0.9999344575108172,-0.8671,0.2399013674008546,no,no,0.6885,1.0,1.3136,1.0,no,no,neither
RXFP3,INSL5,4,1.131,0.5150482753575443,-0.3052,0.9999344575108172,trend,yes,0.0,1.0,-18.8239,1.0,no,no,mouse_only
RXFP4,INSL5,5,,,-0.3052,0.9999344575108172,no_data,no_data,-16.6977,1.0,-18.8239,1.0,no,no,neither
ITGB3,ITGB3BP,3,4.5739,4.016441041116983e-40,-2.739,1.5168218834789676e-132,yes,yes,0.295,1.0,0.336,0.0323079313999937,no,no,mouse_only
ITGB5,ITGB3BP,3,150.6471,0.0,-2.739,1.5168218834789676e-132,yes,yes,-0.0112,1.0,0.336,0.0323079313999937,no,no,mouse_only
FCER1A,ITIH2,3,,,2.0398,1.746834693567117e-25,no_data,no_data,-19.1274,1.0,0.9878,1.0,no,no,neither
CD46,JAG1,3,-0.2175,0.06816970616881,19.9191,0.0,no,no,0.0935,1.0,0.4001,1.0,no,no,neither
NOTCH1,JAG1,5,4.3951,2.465241393848366e-183,19.9191,0.0,no,no,0.7993,0.6606492981719543,0.4001,1.0,no,no,neither
NOTCH2,JAG1,5,-0.3191,9.008726996899669e-151,19.9191,0.0,no,no,0.0074,1.0,0.4001,1.0,no,no,neither
NOTCH3,JAG1,5,5.4688,1.5999027198372099e-232,19.9191,0.0,no,no,0.9111,1.0,0.4001,1.0,no,no,neither
NOTCH4,JAG1,4,1.4665,1.1539854676177063e-28,19.9191,0.0,no,no,0.3283,1.0,0.4001,1.0,no,no,neither
NOTCH1,JAG2,5,4.3951,2.465241393848366e-183,-2.8467,0.6428605861267959,trend,yes,0.7993,0.6606492981719543,0.0255,1.0,no,no,mouse_only
NOTCH2,JAG2,5,-0.3191,9.008726996899669e-151,-2.8467,0.6428605861267959,no,no,0.0074,1.0,0.0255,1.0,no,no,neither
NOTCH3,JAG2,5,5.4688,1.5999027198372099e-232,-2.8467,0.6428605861267959,trend,yes,0.9111,1.0,0.0255,1.0,no,no,mouse_only
NOTCH4,JAG2,3,1.4665,1.1539854676177063e-28,-2.8467,0.6428605861267959,trend,yes,0.3283,1.0,0.0255,1.0,no,no,mouse_only
KISS1R,KISS1,5,-0.7233,0.8234354392690357,-1.7451,0.9999344575108172,no,no,-18.0093,1.0,0.2709,1.0,no,no,neither
MMP24,KISS1,4,-1.8123,0.9999344575108172,-1.7451,0.9999344575108172,no,no,0.5516,0.0007536861615817,0.2709,1.0,no,no,neither
EPOR,KITLG,3,-1.4877,0.8649527646512811,,,no_data,no_data,0.3691,1.0,0.1872,1.0,no,no,neither
KIT,KITLG,5,0.0716,0.7215586179375552,,,no_data,no_data,0.4247,1.0,0.1872,1.0,no,no,neither
EPOR,KLK3,3,-1.4877,0.8649527646512811,,,no_data,no_data,0.3691,1.0,2.5177,1.0,no,no,neither
BDKRB1,KNG1,5,1.6806,0.0018760153678717,2.4281,0.9999344575108172,no,no,-1.3862,0.734382654548487,0.6523,1.0,no,no,neither
BDKRB2,KNG1,5,-1.7128,0.9999344575108172,2.4281,0.9999344575108172,no,no,-0.485,1.0,0.6523,1.0,no,no,neither
CD93,KNG1,3,-15.7329,0.0050928003440419,2.4281,0.9999344575108172,no,no,0.5064,1.0,0.6523,1.0,no,no,neither
GP1BA,KNG1,4,-1.0419,0.9999344575108172,2.4281,0.9999344575108172,no,no,-1.2621,1.0,0.6523,1.0,no,no,neither
GPR135,KNG1,3,1.0779,6.779261891761271e-20,2.4281,0.9999344575108172,no,no,0.2964,1.0,0.6523,1.0,no,no,neither
ITGB2,KNG1,4,-1.8657,0.9999344575108172,2.4281,0.9999344575108172,no,no,0.6003,1.0,0.6523,1.0,no,no,neither
PLAUR,KNG1,4,3.176,1.7395688016444874e-74,2.4281,0.9999344575108172,no,no,0.0354,1.0,0.6523,1.0,no,no,neither
RXFP4,KNG1,5,,,2.4281,0.9999344575108172,no_data,no_data,-16.6977,1.0,0.6523,1.0,no,no,neither
CNTN1,L1CAM,4,-6.6121,1.697398706940728e-07,-1.4866,0.9999344575108172,no,no,0.2764,1.0,0.4804,1.0,no,no,neither
EGFR,L1CAM,4,9.1206,4.0958356894436235e-295,-1.4866,0.9999344575108172,trend,yes,-0.0943,1.0,0.4804,1.0,no,no,mouse_only
EPHB2,L1CAM,3,10.117,7.016598977006612e-151,-1.4866,0.9999344575108172,trend,yes,0.5655,0.1389728477829799,0.4804,1.0,no,no,mouse_only
ERBB2,L1CAM,4,1.3468,5.271955588076474e-42,-1.4866,0.9999344575108172,trend,yes,0.3404,0.3745758113382256,0.4804,1.0,no,no,mouse_only
ERBB3,L1CAM,4,-0.7357,0.9999344575108172,-1.4866,0.9999344575108172,no,no,-0.0146,1.0,0.4804,1.0,no,no,neither
ITGA5,L1CAM,4,17.4686,8.270553119411679e-238,-1.4866,0.9999344575108172,trend,yes,0.3136,1.0,0.4804,1.0,no,no,mouse_only
ITGAV,L1CAM,4,50.4759,0.0,-1.4866,0.9999344575108172,trend,yes,0.1033,1.0,0.4804,1.0,no,no,mouse_only
SDC1,LACRT,4,53.4222,0.0,,,no_data,no_data,3.2825,1.0,0.0,1.0,no,no,neither
ITGA1,LAMA1,4,5.0113,0.0,2.6741,0.8777909248372998,no,no,0.0624,1.0,0.0408,1.0,no,no,neither
ITGA2,LAMA1,4,0.735,5.542923091695777e-05,2.6741,0.8777909248372998,no,no,-0.4748,1.0,0.0408,1.0,no,no,neither
ITGA7,LAMA1,4,-11.0036,0.885064776446486,2.6741,0.8777909248372998,no,no,0.4252,0.7920280064354197,0.0408,1.0,no,no,neither
ITGB1,LAMA1,4,334.4704,0.0,2.6741,0.8777909248372998,no,no,0.4347,3.774832503484081e-07,0.0408,1.0,no,no,neither
ITGB8,LAMA1,4,12.0047,1.4650893849954412e-215,2.6741,0.8777909248372998,no,no,0.0184,1.0,0.0408,1.0,no,no,neither
NT5E,LAMA1,3,-2.6909,0.9999344575108172,2.6741,0.8777909248372998,no,no,0.3832,1.0,0.0408,1.0,no,no,neither
RPSA,LAMA1,4,,,2.6741,0.8777909248372998,no_data,no_data,0.9121,1.1861848469402532e-35,0.0408,1.0,no,no,neither
TMPRSS6,LAMA1,3,0.3326,0.0228580516620326,2.6741,0.8777909248372998,no,no,-20.3012,1.0,0.0408,1.0,no,no,neither
ITGA7,LAMA2,4,-11.0036,0.885064776446486,-119.3189,0.0,no,no,0.4252,0.7920280064354197,0.1343,0.3028970034690794,no,no,neither
ITGB1,LAMA2,4,334.4704,0.0,-119.3189,0.0,yes,yes,0.4347,3.774832503484081e-07,0.1343,0.3028970034690794,no,no,mouse_only
RPSA,LAMA2,4,,,-119.3189,0.0,no_data,no_data,0.9121,1.1861848469402532e-35,0.1343,0.3028970034690794,no,no,neither
SDC2,LAMA3,4,-199.4438,0.0,-0.6146,0.9999344575108172,no,no,-0.0586,1.0,0.0103,1.0,no,no,neither
BCAM,LAMA5,4,-25.8749,0.0003435843527238,-1.1647,0.0735873093086007,no,no,0.3604,0.2571410193370108,-0.3422,1.0,trend,yes,human_only
ITGA6,LAMB1,4,-34.2838,7.221185787132491e-38,-75.7493,2.2848321839459625e-12,no,no,0.1204,1.0,0.311,5.378416048651781e-05,no,no,neither
ITGB1,LAMB1,4,334.4704,0.0,-75.7493,2.2848321839459625e-12,yes,yes,0.4347,3.774832503484081e-07,0.311,5.378416048651781e-05,no,no,mouse_only
RPSA,LAMB2,4,,,-26.3194,1.088805954078479e-05,no_data,no_data,0.9121,1.1861848469402532e-35,0.6513,7.769849889621877e-09,no,no,neither
ITGA3,LAMC2,4,-1.8104,0.0213997984079524,-11.4373,2.9664651117450787e-16,no,no,0.3865,0.0023087863871003,-0.311,1.0,trend,yes,human_only
ITGA6,LAMC2,4,-34.2838,7.221185787132491e-38,-11.4373,2.9664651117450787e-16,no,no,0.1204,1.0,-0.311,1.0,trend,yes,human_only
ITGB1,LAMC2,4,334.4704,0.0,-11.4373,2.9664651117450787e-16,yes,yes,0.4347,3.774832503484081e-07,-0.311,1.0,trend,yes,CONSERVED_relaxed
ITGB4,LAMC2,4,-0.8544,0.9375800221108757,-11.4373,2.9664651117450787e-16,no,no,-0.4521,1.0,-0.311,1.0,no,no,neither
LMBR1L,LCN1,4,-1.409,1.681116207789545e-27,,,no_data,no_data,0.0173,1.0,-19.4646,1.0,trend,yes,human_only
LRP2,LCN2,4,-3.068,1.722378908969545e-05,-7.8418,0.5133470671983886,no,no,0.123,1.0,-15.329,1.0,trend,yes,human_only
ACVR2B,LEFTY2,4,-4.4119,0.0736384232141601,-2.3886,0.2249705350507636,no,no,0.194,1.0,-17.4874,1.0,trend,yes,human_only
LEPR,LEP,5,-14.7165,3.5905409813352385e-10,-22.4479,0.9999344575108172,no,no,0.2785,0.1803922526186079,-1.898,1.0,trend,yes,human_only
ITGB1,LGALS3BP,4,334.4704,0.0,70.1433,0.0,no,no,0.4347,3.774832503484081e-07,1.1418,1.3267662040569585e-29,no,no,neither
HAVCR2,LGALS9,3,-0.0849,0.9999344575108172,-34.9826,0.0965206871341325,no,no,-0.2767,1.0,0.5234,1.0,no,no,neither
LHCGR,LHB,5,0.2243,0.9999344575108172,1.9139,0.9999344575108172,no,no,-0.137,1.0,-17.2308,1.0,no,no,neither
IL6ST,LIF,4,5.9256,5.237849615188787e-175,2.1728,1.2354387485667995e-14,no,no,0.3514,1.1176301121782341e-07,-0.9396,1.0,trend,yes,human_only
LIFR,LIF,4,-14.7215,0.0056337040154712,2.1728,1.2354387485667995e-14,no,no,0.2952,0.2202648583985708,-0.9396,1.0,trend,yes,human_only
ABCA1,LIN7C,3,-6.3349,3.878746959302661e-10,-3.5361,1.2818780715745497e-117,no,no,0.4655,0.0038240720228247,-0.1295,1.0,trend,yes,human_only
HTR2C,LIN7C,4,,,-3.5361,1.2818780715745497e-117,no_data,no_data,0.7445,1.0,-0.1295,1.0,trend,yes,human_only
LRP1,LIPC,4,-169.3567,0.0,-1.331,0.9999344575108172,no,no,0.9567,1.6789085456172686e-28,0.4435,1.0,no,no,neither
LPAR1,LIPH,4,-59.6317,5.377240914764828e-30,0.6454,0.9774243195856254,no,no,0.4215,9.618260010239604e-10,0.572,1.0,no,no,neither
LPAR2,LIPH,4,0.486,0.7209420624383365,0.6454,0.9774243195856254,no,no,0.4182,1.0,0.572,1.0,no,no,neither
LPAR4,LIPH,4,-4.9564,5.820702935169925e-17,0.6454,0.9774243195856254,no,no,1.0206,1.0,0.572,1.0,no,no,neither
LRP2,LPA,4,-3.068,1.722378908969545e-05,,,no_data,no_data,0.123,1.0,1.2315,1.0,no,no,neither
GPIHBP1,LPL,4,-87.7083,4.775231259923466e-13,-440.8932,0.0,no,no,0.1109,1.0,0.1847,1.0,no,no,neither
LRP1,LPL,4,-169.3567,0.0,-440.8932,0.0,no,no,0.9567,1.6789085456172686e-28,0.1847,1.0,no,no,neither
LRP2,LPL,4,-3.068,1.722378908969545e-05,-440.8932,0.0,no,no,0.123,1.0,0.1847,1.0,no,no,neither
SDC1,LPL,4,53.4222,0.0,-440.8932,0.0,yes,yes,3.2825,1.0,0.1847,1.0,no,no,mouse_only
VLDLR,LPL,4,-11.1798,0.4792411199602981,-440.8932,0.0,no,no,0.5244,0.3911935144219511,0.1847,1.0,no,no,neither
LDLR,LRPAP1,4,-11.7191,0.0003388870774986,-8.4833,1.770878083779837e-41,no,no,0.1358,1.0,0.6755,0.0018035433791121,no,no,neither
LRP1,LRPAP1,4,-169.3567,0.0,-8.4833,1.770878083779837e-41,no,no,0.9567,1.6789085456172686e-28,0.6755,0.0018035433791121,no,no,neither
LRP2,LRPAP1,4,-3.068,1.722378908969545e-05,-8.4833,1.770878083779837e-41,no,no,0.123,1.0,0.6755,0.0018035433791121,no,no,neither
LRP8,LRPAP1,4,1.5651,0.0003558416023579,-8.4833,1.770878083779837e-41,yes,yes,0.8571,1.0,0.6755,0.0018035433791121,no,no,mouse_only
SORL1,LRPAP1,4,-2.4533,0.516044277931596,-8.4833,1.770878083779837e-41,no,no,0.0593,1.0,0.6755,0.0018035433791121,no,no,neither
SORT1,LRPAP1,5,-0.0046,9.87822938471957e-14,-8.4833,1.770878083779837e-41,no,no,-0.0172,1.0,0.6755,0.0018035433791121,no,no,neither
VLDLR,LRPAP1,4,-11.1798,0.4792411199602981,-8.4833,1.770878083779837e-41,no,no,0.5244,0.3911935144219511,0.6755,0.0018035433791121,no,no,neither
LTBR,LTA,4,-1.0476,3.821967089818562e-192,1.2089,0.9999344575108172,no,no,0.3147,1.0,-19.6387,1.0,trend,yes,human_only
TNFRSF14,LTA,5,0.0648,0.1842530134749344,1.2089,0.9999344575108172,no,no,-0.4215,1.0,-19.6387,1.0,no,no,neither
TNFRSF1A,LTA,5,-8.1857,1.0495035334124096e-50,1.2089,0.9999344575108172,no,no,0.5285,3.15077947799366e-06,-19.6387,1.0,trend,yes,human_only
TNFRSF1B,LTA,5,-3.0897,2.274963627706086e-12,1.2089,0.9999344575108172,no,no,-0.0423,1.0,-19.6387,1.0,no,no,neither
CD40,LTB,4,-11.3403,5.593336059600146e-16,-2.1518,0.9999344575108172,no,no,0.2553,1.0,-0.3489,1.0,trend,yes,human_only
LTBR,LTB,5,-1.0476,3.821967089818562e-192,-2.1518,0.9999344575108172,no,no,0.3147,1.0,-0.3489,1.0,trend,yes,human_only
TNFRSF1A,LTB,4,-8.1857,1.0495035334124096e-50,-2.1518,0.9999344575108172,no,no,0.5285,3.15077947799366e-06,-0.3489,1.0,trend,yes,human_only
ITGB5,LTBP1,4,150.6471,0.0,-25.428,0.0434082080561031,yes,yes,-0.0112,1.0,0.3235,0.2249406016084487,no,no,mouse_only
ITGB5,LTBP3,4,150.6471,0.0,107.4725,0.0,no,no,-0.0112,1.0,-0.6718,0.0078837440474342,no,no,neither
LRP1,LTF,4,-169.3567,0.0,-1.2622,0.9999344575108172,no,no,0.9567,1.6789085456172686e-28,1.1801,1.0,no,no,neither
LRP11,LTF,3,2.3846,2.9928051497176274e-12,-1.2622,0.9999344575108172,trend,yes,0.0567,1.0,1.1801,1.0,no,no,mouse_only
CD180,LY86,3,0.4534,0.5729829484618687,-5.4244,0.5095366031660242,trend,yes,-0.2851,1.0,-1.8033,1.0,no,no,mouse_only
CD44,MADCAM1,4,65.2963,0.0,-0.1779,0.9999344575108172,trend,yes,0.4064,0.0010917356158519,-0.0853,1.0,trend,yes,CONSERVED_relaxed
ITGA4,MADCAM1,4,-0.6264,0.771398107833967,-0.1779,0.9999344575108172,no,no,-0.2517,1.0,-0.0853,1.0,no,no,neither
ITGB7,MADCAM1,4,-1.5319,0.9999344575108172,-0.1779,0.9999344575108172,no,no,0.3004,1.0,-0.0853,1.0,trend,yes,human_only
ITGA1,MATN1,4,5.0113,0.0,2.7182,0.9999344575108172,no,no,0.0624,1.0,-1.8096,1.0,trend,yes,human_only
ITGB1,MATN1,3,334.4704,0.0,2.7182,0.9999344575108172,no,no,0.4347,3.774832503484081e-07,-1.8096,1.0,trend,yes,human_only
CALCR,MBL2,3,-1.8899,0.9999344575108172,1.5638,0.9999344575108172,no,no,0.5591,1.0,-15.314,1.0,trend,yes,human_only
CD93,MBL2,4,-15.7329,0.0050928003440419,1.5638,0.9999344575108172,no,no,0.5064,1.0,-15.314,1.0,trend,yes,human_only
ALK,MDK,5,1.7001,0.8304342149393095,316.5484,0.0,no,no,0.606,0.0382143293226929,0.79,1.0,no,no,neither
ITGA4,MDK,3,-0.6264,0.771398107833967,316.5484,0.0,no,no,-0.2517,1.0,0.79,1.0,no,no,neither
ITGA6,MDK,3,-34.2838,7.221185787132491e-38,316.5484,0.0,no,no,0.1204,1.0,0.79,1.0,no,no,neither
ITGB1,MDK,3,334.4704,0.0,316.5484,0.0,no,no,0.4347,3.774832503484081e-07,0.79,1.0,no,no,neither
LRP1,MDK,4,-169.3567,0.0,316.5484,0.0,no,no,0.9567,1.6789085456172686e-28,0.79,1.0,no,no,neither
LRP2,MDK,3,-3.068,1.722378908969545e-05,316.5484,0.0,no,no,0.123,1.0,0.79,1.0,no,no,neither
PTPRZ1,MDK,5,1.097,0.1663928190377757,316.5484,0.0,no,no,0.1706,0.9181599868114096,0.79,1.0,no,no,neither
SDC1,MDK,4,53.4222,0.0,316.5484,0.0,no,no,3.2825,1.0,0.79,1.0,no,no,neither
SDC3,MDK,4,28.9004,0.0,316.5484,0.0,no,no,0.9631,0.9785026698503438,0.79,1.0,no,no,neither
SDC4,MDK,4,-41.4204,4.156289274478787e-26,316.5484,0.0,no,no,0.6729,0.0003309302353757,0.79,1.0,no,no,neither
TSPAN1,MDK,4,0.861,0.9999344575108172,316.5484,0.0,no,no,0.9198,1.0,0.79,1.0,no,no,neither
PHEX,MEPE,4,0.8421,0.9999344575108172,,,no_data,no_data,0.5773,1.0,0.0,1.0,no,no,neither
NOTCH1,MFAP2,3,4.3951,2.465241393848366e-183,253.3049,0.0,no,no,0.7993,0.6606492981719543,0.4854,1.0,no,no,neither
NOTCH1,MFAP5,3,4.3951,2.465241393848366e-183,,,no_data,no_data,0.7993,0.6606492981719543,-0.4153,1.0,trend,yes,human_only
ITGAV,MFGE8,4,50.4759,0.0,85.7666,0.0,no,no,0.1033,1.0,0.2922,1.0,no,no,neither
ITGB3,MFGE8,4,4.5739,4.016441041116983e-40,85.7666,0.0,no,no,0.295,1.0,0.2922,1.0,no,no,neither
PDGFRB,MFGE8,4,-0.0062,0.0,85.7666,0.0,no,no,0.5369,1.0,0.2922,1.0,no,no,neither
NOTCH1,MFNG,4,4.3951,2.465241393848366e-183,-5.039,0.2870977366995788,trend,yes,0.7993,0.6606492981719543,-0.7836,1.0,trend,yes,CONSERVED_relaxed
NOTCH2,MFNG,4,-0.3191,9.008726996899669e-151,-5.039,0.2870977366995788,no,no,0.0074,1.0,-0.7836,1.0,trend,yes,human_only
CDH7,MIA,4,,,0.8559,0.9999344575108172,no_data,no_data,0.9765,1.0,0.7316,1.0,no,no,neither
MLNR,MLN,5,,,,,no_data,no_data,0.0,1.0,1.8885,1.0,no,no,neither
CD44,MMP1,3,65.2963,0.0,,,no_data,no_data,0.4064,0.0010917356158519,0.4656,1.0,no,no,neither
ITGA2,MMP1,4,0.735,5.542923091695777e-05,,,no_data,no_data,-0.4748,1.0,0.4656,1.0,no,no,neither
PLAUR,MMP12,4,3.176,1.7395688016444874e-74,-2.1334,0.9999344575108172,trend,yes,0.0354,1.0,-16.7466,1.0,trend,yes,CONSERVED_relaxed
LRP1,MMP13,4,-169.3567,0.0,-0.141,0.9999344575108172,no,no,0.9567,1.6789085456172686e-28,0.0,1.0,no,no,neither
SDC2,MMP2,4,-199.4438,0.0,-39.2258,0.1529247274668717,no,no,-0.0586,1.0,0.9112,0.2066500433935322,no,no,neither
CD151,MMP7,4,-116.3568,0.0,,,no_data,no_data,-0.0416,1.0,19.7745,1.0,no,no,neither
CD44,MMP7,4,65.2963,0.0,,,no_data,no_data,0.4064,0.0010917356158519,19.7745,1.0,no,no,neither
ERBB4,MMP7,4,-1.8561,0.9999344575108172,,,no_data,no_data,-0.0342,0.1445471920686773,19.7745,1.0,no,no,neither
CD44,MMP9,4,65.2963,0.0,2.0612,0.0227072634114195,no,no,0.4064,0.0010917356158519,-19.1886,1.0,trend,yes,human_only
EPHB2,MMP9,4,10.117,7.016598977006612e-151,2.0612,0.0227072634114195,no,no,0.5655,0.1389728477829799,-19.1886,1.0,trend,yes,human_only
LRP1,MMP9,4,-169.3567,0.0,2.0612,0.0227072634114195,no,no,0.9567,1.6789085456172686e-28,-19.1886,1.0,trend,yes,human_only
MST1R,MST1,5,-4.6928,0.7753077891369078,0.6702,0.9999344575108172,no,no,0.5716,0.7517203960644818,-0.0024,1.0,trend,yes,human_only
ACVR2B,MSTN,4,-4.4119,0.0736384232141601,-3.032,0.9999344575108172,no,no,0.194,1.0,-0.0437,1.0,trend,yes,human_only
AGR2,MUC2,3,-0.4433,0.9999344575108172,0.2543,0.9999344575108172,no,no,-18.3394,1.0,0.0,1.0,no,no,neither
SELL,MUC7,4,-2.2928,0.9999344575108172,,,no_data,no_data,0.8703,1.0,1.2094,1.0,no,no,neither
FZD1,MYOC,3,9.4399,1.257713597114739e-277,-153.0395,0.0,yes,yes,0.0488,1.0,-0.7036,1.0,trend,yes,CONSERVED_relaxed
FZD10,MYOC,3,-0.2834,0.9999344575108172,-153.0395,0.0,no,no,-15.5299,1.0,-0.7036,1.0,no,no,neither
FZD3,MYOC,3,3.2335,1.3344254210450407e-31,-153.0395,0.0,yes,yes,-0.0643,1.0,-0.7036,1.0,no,no,mouse_only
FZD4,MYOC,3,-3.6472,2.7075252729819325e-105,-153.0395,0.0,no,no,0.3064,1.0,-0.7036,1.0,trend,yes,human_only
FZD7,MYOC,3,-3.9908,6.123200393573886e-07,-153.0395,0.0,no,no,0.1687,1.0,-0.7036,1.0,trend,yes,human_only
INSR,NAMPT,3,0.5957,8.088641315405144e-42,-13.2667,1.339926174696022e-27,yes,yes,0.2877,0.0002493268055544,-1.0408,1.4706484086240346e-13,yes,yes,CONSERVED_strict
FGFR1,NCAM1,5,-25.9323,1.0469399729610734e-19,111.2978,0.0,no,no,0.5478,1.0451429706120076e-10,0.3808,0.13954571110667,no,no,neither
GFRA1,NCAM1,4,-23.8736,6.584122404218642e-42,111.2978,0.0,no,no,0.6879,0.0040053371677835,0.3808,0.13954571110667,no,no,neither
ROBO1,NCAM1,4,4.3963,2.6698830350694064e-116,111.2978,0.0,no,no,0.5211,2.3493925077964143e-11,0.3808,0.13954571110667,no,no,neither
ROBO3,NCAM1,3,-0.0269,0.9999344575108172,111.2978,0.0,no,no,0.136,1.0,0.3808,0.13954571110667,no,no,neither
NCR3,NCR3LG1,3,,,,,no_data,no_data,2.1481,1.0,-0.7601,0.4814278872524866,trend,yes,human_only
FZD4,NDP,4,-3.6472,2.7075252729819325e-105,2.0118,0.0002767287306268,no,no,0.3064,1.0,-18.6903,1.0,trend,yes,human_only
LGR4,NDP,4,-0.8134,9.027690475210353e-24,2.0118,0.0002767287306268,no,no,-0.108,1.0,-18.6903,1.0,no,no,neither
NGFR,NGF,5,-1.8123,0.8743956965753553,-87.7054,0.0,no,no,0.5396,1.0,0.0998,0.9539720575242344,no,no,neither
NTRK1,NGF,5,-3.0045,7.380039166021992e-09,-87.7054,0.0,no,no,1.4257,1.0,0.0998,0.9539720575242344,no,no,neither
SORCS3,NGF,4,0.1221,0.9999344575108172,-87.7054,0.0,trend,yes,0.979,1.0,0.0998,0.9539720575242344,no,no,mouse_only
SORT1,NGF,5,-0.0046,9.87822938471957e-14,-87.7054,0.0,no,no,-0.0172,1.0,0.0998,0.9539720575242344,no,no,neither
COL13A1,NID1,4,-0.8083,0.9999344575108172,-58.1287,0.9999344575108172,no,no,0.5838,1.0,-0.1109,1.0,trend,yes,human_only
ITGAV,NID1,4,50.4759,0.0,-58.1287,0.9999344575108172,trend,yes,0.1033,1.0,-0.1109,1.0,trend,yes,CONSERVED_relaxed
ITGB3,NID1,4,4.5739,4.016441041116983e-40,-58.1287,0.9999344575108172,trend,yes,0.295,1.0,-0.1109,1.0,trend,yes,CONSERVED_relaxed
PTPRF,NID1,4,18.6807,0.0,-58.1287,0.9999344575108172,trend,yes,0.2102,0.0190693490323633,-0.1109,1.0,trend,yes,CONSERVED_relaxed
COL13A1,NID2,4,-0.8083,0.9999344575108172,-18.5782,2.1572654746010535e-05,no,no,0.5838,1.0,0.9076,0.0084047764284854,no,no,neither
NRXN1,NLGN1,5,-3.7919,0.9999344575108172,0.5871,0.9999344575108172,no,no,0.4384,0.1881625352167169,0.1221,0.8950709601178068,no,no,neither
NRXN2,NLGN1,5,-45.3711,5.015962805798245e-265,0.5871,0.9999344575108172,no,no,0.7397,1.0,0.1221,0.8950709601178068,no,no,neither
NRXN3,NLGN1,5,-1.1739,0.9999344575108172,0.5871,0.9999344575108172,no,no,-0.7341,0.0338486926524315,0.1221,0.8950709601178068,no,no,neither
NRXN1,NLGN2,5,-3.7919,0.9999344575108172,6.804,1.2858205946418998e-178,no,no,0.4384,0.1881625352167169,-0.1546,1.0,trend,yes,human_only
NRXN2,NLGN2,5,-45.3711,5.015962805798245e-265,6.804,1.2858205946418998e-178,no,no,0.7397,1.0,-0.1546,1.0,trend,yes,human_only
NRXN3,NLGN2,5,-1.1739,0.9999344575108172,6.804,1.2858205946418998e-178,no,no,-0.7341,0.0338486926524315,-0.1546,1.0,no,no,neither
NRXN1,NLGN3,5,-3.7919,0.9999344575108172,-1.2766,0.1919304962516763,no,no,0.4384,0.1881625352167169,0.015,1.0,no,no,neither
NRXN2,NLGN3,5,-45.3711,5.015962805798245e-265,-1.2766,0.1919304962516763,no,no,0.7397,1.0,0.015,1.0,no,no,neither
NRXN3,NLGN3,5,-1.1739,0.9999344575108172,-1.2766,0.1919304962516763,no,no,-0.7341,0.0338486926524315,0.015,1.0,no,no,neither
BRS3,NMB,4,,,-77.9115,2.8005259358464502e-306,no_data,no_data,0.0,1.0,-1.1022,1.0,no,no,neither
GRPR,NMB,5,-0.9055,0.9999344575108172,-77.9115,2.8005259358464502e-306,no,no,-19.3167,1.0,-1.1022,1.0,no,no,neither
NMBR,NMB,5,-1.0498,0.9999344575108172,-77.9115,2.8005259358464502e-306,no,no,-0.0767,1.0,-1.1022,1.0,no,no,neither
NMUR1,NMS,5,,,,,no_data,no_data,0.7008,1.0,2.9265,1.0,no,no,neither
NMUR2,NMS,5,,,,,no_data,no_data,-16.8331,1.0,2.9265,1.0,no,no,neither
NMUR1,NMU,5,,,3.8823,0.8943942470145014,no_data,no_data,0.7008,1.0,0.3377,1.0,no,no,neither
NMUR2,NMU,5,,,3.8823,0.8943942470145014,no_data,no_data,-16.8331,1.0,0.3377,1.0,no,no,neither
ACVR1B,NODAL,4,1.0532,4.245720121012983e-15,-3.0424,0.9999344575108172,trend,yes,0.3542,0.9146332302534812,-0.0893,1.0,trend,yes,CONSERVED_relaxed
ACVR1C,NODAL,4,0.2968,0.9999344575108172,-3.0424,0.9999344575108172,trend,yes,-1.0491,1.0,-0.0893,1.0,no,no,mouse_only
ACVR2A,NODAL,4,2.0794,1.3580638240402423e-37,-3.0424,0.9999344575108172,trend,yes,-0.0667,1.0,-0.0893,1.0,no,no,mouse_only
ACVR2B,NODAL,4,-4.4119,0.0736384232141601,-3.0424,0.9999344575108172,no,no,0.194,1.0,-0.0893,1.0,trend,yes,human_only
NPBWR1,NPB,5,,,-0.9065,0.9999344575108172,no_data,no_data,,,0.9483,1.0,no_data,no_data,neither
NPBWR2,NPB,5,,,-0.9065,0.9999344575108172,no_data,no_data,0.0,1.0,0.9483,1.0,no,no,neither
NPFFR1,NPFF,5,0.9582,0.9999344575108172,-0.8518,0.9324598979979256,trend,yes,0.7309,1.0,-0.6634,1.0,trend,yes,CONSERVED_relaxed
NPFFR2,NPFF,5,-0.667,0.9999344575108172,-0.8518,0.9324598979979256,no,no,0.7284,1.0,-0.6634,1.0,trend,yes,human_only
ITGA8,NPNT,4,-5.1616,0.0066895930797211,0.7174,0.9999344575108172,no,no,-0.0391,1.0,0.1218,0.7942867814911094,no,no,neither
ITGB1,NPNT,4,334.4704,0.0,0.7174,0.9999344575108172,no,no,0.4347,3.774832503484081e-07,0.1218,0.7942867814911094,no,no,neither
