gene,pct_quiescent,pct_activated,odds_ratio,log_or,fisher_p
Pcdhgc5,0.3567435076773488,0.39835728952772076,1.193884213306801,0.17721203648825073,2.545769615338132e-46
Gm9722,0.0015800348417939472,0.002937924498499447,1.8619371883423592,0.6216174448499929,2.0823823641956923e-06
Gm8276,0.0002633391402989912,0.0002685199810456484,1.0196789291317911,0.01948780238302789,1.0
Gm37568,0.0006684762792205162,0.0008213552361396304,1.2288856505872536,0.2061077836085012,0.3828431152427765
Gm37037,6.077057083822874e-05,7.8976465013426e-05,1.2996077192428193,0.262062464501862,1.0
Rpl21-ps1,0.0014382368431714136,0.0010740799241825937,0.7465309869399503,-0.2923181532328452,0.08751031918385652
Gm18432,0.00010128428473038123,0.0001421576370241668,1.4036081578490072,0.33904617679966464,0.6009654547591715
Snurf,0.0006279625653283637,0.0008055599431369452,1.283043239034201,0.24923478657317755,0.3164988681317491
Thap6,0.03972369647125552,0.0520770810298531,1.3280675554462775,0.28372491982537223,1.0565717303497914e-22
Gm38022,0.00012154114167645748,0.00022113410203759279,1.8195989214694979,0.5986161039840892,0.26291273274439
Gm29866,0.0004253939958676012,0.0003790870320644448,0.8911020717739423,-0.11529629940382437,0.7644034226202849
Dchs2,0.005084471093465138,0.022129205496761964,4.428174973948075,1.4879875294107736,1.0276554600012999e-138
