rank,receptor,ligand,receptor_logfc,receptor_padj,receptor_rank_among_receptors,ligand_logfc,ligand_padj,mismatch_score,pathway
606,Itga2,Lamc3,0.74,5.542923091695777e-05,569,-3.83,1.755759888540771e-05,4.57,Other
607,Fzd6,Wnt2b,4.0,1.2058569772357722e-55,351,-0.56,0.9999344575108172,4.56,Wnt
608,Wnt2,Sfrp5,0.81,0.0038300133123565,555,-3.73,0.9999344575108172,4.55,Other
609,Acvr2a,Lefty2,2.08,1.3580638240402423e-37,448,-2.39,0.2249705350507636,4.47,Activin
610,Fzd3,Wnt7b,3.23,1.3344254210450407e-31,383,-1.19,0.9999344575108172,4.42,Wnt
611,Drd4,Ddc,3.6,1.8589886937668387e-14,367,-0.81,0.8133324389945975,4.4,Other
612,Fzd3,Wnt3,3.23,1.3344254210450407e-31,383,-1.15,0.9999344575108172,4.38,Wnt
613,Itga2,Chad,0.74,5.542923091695777e-05,569,-3.61,0.9999344575108172,4.35,Other
614,Lrp5,Cdh1,1.94,3.6244646582270682e-109,460,-2.41,0.8564981785505362,4.34,Wnt
615,Efna5,Epha2,2.98,3.670463122630095e-180,403,-1.34,0.4980025808703578,4.32,Other
616,Notch4,Jag2,1.47,1.1539854676177063e-28,498,-2.85,0.6428605861267959,4.31,Notch
617,Plxnb1,Sema4a,1.68,6.050576944964506e-06,483,-2.58,0.0523542671186514,4.27,Semaphorin
618,Itga2b,L1cam,2.76,1.2061150095481729e-49,412,-1.49,0.9999344575108172,4.25,Other
619,Fzd3,Wnt8b,3.23,1.3344254210450407e-31,383,-0.98,0.9999344575108172,4.21,Wnt
620,Notch4,Dll1,1.47,1.1539854676177063e-28,498,-2.72,0.9293362278518458,4.19,Notch
621,Drd4,Slc18a1,3.6,1.8589886937668387e-14,367,-0.58,0.9999344575108172,4.18,Other
622,Itga2,Col19a1,0.74,5.542923091695777e-05,569,-3.42,0.9999344575108172,4.16,Other
623,Wnt11,Sfrp5,0.41,6.225001400507857e-29,587,-3.73,0.9999344575108172,4.14,Other
624,Galr2,Gal,2.79,1.753022494402964e-09,410,-1.33,0.9702075181830802,4.13,Other
625,Il2rg,Il2,0.68,8.341877120318331e-15,576,-3.44,0.028466548391807,4.12,Other
626,Acvr1b,Nodal,1.05,4.245720121012983e-15,530,-3.04,0.9999344575108172,4.1,Activin
627,Epha1,Efna2,2.2,6.017992703838776e-14,439,-1.9,2.2192741468734434e-18,4.1,Other
628,Acvr1b,Mstn,1.05,4.245720121012983e-15,530,-3.03,0.9999344575108172,4.09,Activin
629,Erbb2,Tgfa,1.35,5.271955588076474e-42,505,-2.65,0.000226413419789,4.0,EGF
630,Rtn4r,Adgrb1,3.84,7.203152040281298e-11,357,-0.11,0.9999344575108172,3.95,Other
631,Bmpr1b,Gdf9,2.35,0.0010098620916556,430,-1.58,0.6094416300484687,3.93,BMP
632,Amn,Apoa1,3.07,1.0519301271488842e-05,397,-0.85,0.9999344575108172,3.91,Other
633,Bmpr1b,Bmp5,2.35,0.0010098620916556,430,-1.51,0.9999344575108172,3.86,BMP
634,Bmpr1b,Gdf2,2.35,0.0010098620916556,430,-1.49,0.9210310316380188,3.84,BMP
635,Tfrc,Meltf,0.23,0.0007962204290842,603,-3.57,0.9999344575108172,3.81,Other
636,Fzd3,Wnt2b,3.23,1.3344254210450407e-31,383,-0.56,0.9999344575108172,3.79,Wnt
637,Itga2,Lamb3,0.74,5.542923091695777e-05,569,-3.02,0.3440109349488202,3.76,Other
638,Itga2b,F2,2.76,1.2061150095481729e-49,412,-1.0,0.9999344575108172,3.76,Other
639,Acvr2a,Inhbe,2.08,1.3580638240402423e-37,448,-1.62,0.9999344575108172,3.7,Activin
640,Acvr2a,Gdf9,2.08,1.3580638240402423e-37,448,-1.58,0.6094416300484687,3.66,Activin
641,Bmpr1b,Amh,2.35,0.0010098620916556,430,-1.28,0.9999344575108172,3.63,BMP
642,Itga2,Col4a6,0.74,5.542923091695777e-05,569,-2.87,0.6435835921869434,3.6,Other
643,Glrb,Slc6a9,0.37,0.0003426955273549,589,-3.23,0.0063254578651963,3.6,Other
644,Acvr2a,Bmp5,2.08,1.3580638240402423e-37,448,-1.51,0.9999344575108172,3.59,Activin
645,Fzd9,Wnt7b,2.38,4.723243205884783e-09,425,-1.19,0.9999344575108172,3.57,Other
646,Acvr2a,Gdf2,2.08,1.3580638240402423e-37,448,-1.49,0.9210310316380188,3.57,Activin
647,Il1rl2,Il36g,3.2,1.3872751101272303e-78,388,-0.33,0.076010663920803,3.53,Other
648,Fzd9,Wnt3,2.38,4.723243205884783e-09,425,-1.15,0.9999344575108172,3.52,Other
649,Il1rap,Il36g,3.16,4.50322128843288e-84,391,-0.33,0.076010663920803,3.49,Other
650,Tlr6,Irak4,1.97,7.843259633889705e-08,457,-1.49,2.626462998690579e-30,3.46,Other
651,Acvr1b,Lefty2,1.05,4.245720121012983e-15,530,-2.39,0.2249705350507636,3.44,Activin
652,Fzd9,Wnt8b,2.38,4.723243205884783e-09,425,-0.98,0.9999344575108172,3.36,Other
653,Grin2d,Slc17a8,1.82,1.070781992248783e-09,473,-1.48,0.9999344575108172,3.3,Other
654,Erbb2,Nrg2,1.35,5.271955588076474e-42,505,-1.91,0.9039737085331876,3.26,EGF
655,Erbb2,Btc,1.35,5.271955588076474e-42,505,-1.9,0.706331046233259,3.25,EGF
656,Plaur,Plau,3.18,1.7395688016444874e-74,389,-0.07,0.0415923523155702,3.25,Other
657,Lrp8,Reln,1.57,0.0003558416023579,489,-1.61,0.9999344575108172,3.17,Other
658,Itga2,Cdh1,0.74,5.542923091695777e-05,569,-2.41,0.8564981785505362,3.14,Other
659,Lrp5,Wnt7b,1.94,3.6244646582270682e-109,460,-1.19,0.9999344575108172,3.13,Wnt
660,Lrp5,Wnt3,1.94,3.6244646582270682e-109,460,-1.15,0.9999344575108172,3.08,Wnt
661,Grin2d,Slc1a2,1.82,1.070781992248783e-09,473,-1.21,0.9999344575108172,3.02,Other
662,Fzd9,Wnt2b,2.38,4.723243205884783e-09,425,-0.56,0.9999344575108172,2.94,Other
663,Acvr2a,Gdf1,2.08,1.3580638240402423e-37,448,-0.85,0.1969501989070297,2.93,Activin
664,Lrp5,Wnt8b,1.94,3.6244646582270682e-109,460,-0.98,0.9999344575108172,2.92,Wnt
665,Erbb2,L1cam,1.35,5.271955588076474e-42,505,-1.49,0.9999344575108172,2.83,EGF
666,Wnt16,Cer1,1.96,2.9621789996501186e-05,458,-0.85,0.9999344575108172,2.81,Other
667,Bmpr1b,Bmp8a,2.35,0.0010098620916556,430,-0.41,0.9999344575108172,2.76,BMP
668,Grin2d,Hras,1.82,1.070781992248783e-09,473,-0.89,5.4342226013183566e-192,2.71,Other
669,Bmpr1b,Gdf5,2.35,0.0010098620916556,430,-0.32,0.9999344575108172,2.67,BMP
670,Grin2d,Slc17a7,1.82,1.070781992248783e-09,473,-0.76,0.9999344575108172,2.58,Other
671,Lgr6,Rspo2,1.93,0.0217249594200328,462,-0.65,0.9999344575108172,2.58,Other
672,Acvr1b,Gdf2,1.05,4.245720121012983e-15,530,-1.49,0.9210310316380188,2.54,Activin
673,Lrp5,Wnt2b,1.94,3.6244646582270682e-109,460,-0.56,0.9999344575108172,2.5,Wnt
674,Bmpr1b,Bmp3,2.35,0.0010098620916556,430,-0.13,0.9999344575108172,2.48,BMP
675,Acvr2a,Bmp8a,2.08,1.3580638240402423e-37,448,-0.41,0.9999344575108172,2.48,Activin
676,Acvr2a,Gdf5,2.08,1.3580638240402423e-37,448,-0.32,0.9999344575108172,2.4,Activin
677,Itga2,Col20a1,0.74,5.542923091695777e-05,569,-1.62,0.9999344575108172,2.36,Other
678,Itga2,Col6a5,0.74,5.542923091695777e-05,569,-1.61,0.0085987448643522,2.35,Other
679,Itga2,Col17a1,0.74,5.542923091695777e-05,569,-1.47,0.9999344575108172,2.21,Other
680,Notch4,Dlk1,1.47,1.1539854676177063e-28,498,-0.72,0.9999344575108172,2.19,Notch
681,Notch4,Dll3,1.47,1.1539854676177063e-28,498,-0.7,0.9999344575108172,2.17,Notch
682,Lgr6,Rspo3,1.93,0.0217249594200328,462,-0.21,5.704826368325124e-07,2.15,Other
683,P2rx7,Camp,1.75,3.1697420432506715e-26,477,-0.35,0.1982962855078417,2.1,Other
684,Pvr,Cd96,1.16,2.126155443121877e-44,520,-0.86,0.9999344575108172,2.03,Other
685,Lrp5,Dkk1,1.94,3.6244646582270682e-109,460,-0.04,0.9999344575108172,1.98,Wnt
686,Itga2,Lama5,0.74,5.542923091695777e-05,569,-1.16,0.0735873093086007,1.9,Other
687,Acvr1b,Gdf1,1.05,4.245720121012983e-15,530,-0.85,0.1969501989070297,1.9,Activin
688,Plxna3,Sema3f,1.01,1.7751733815711082e-08,535,-0.76,0.9999344575108172,1.76,Other
689,Ager,S100b,0.97,0.0103963860117124,539,-0.78,6.1279338997283875e-15,1.75,Other
690,Wnt2,Cer1,0.81,0.0038300133123565,555,-0.85,0.9999344575108172,1.67,Other
691,Itga2,Col13a1,0.74,5.542923091695777e-05,569,-0.81,0.9999344575108172,1.54,Other
692,Insr,Hras,0.6,8.088641315405144e-42,580,-0.89,5.4342226013183566e-192,1.49,Other
693,Tfrc,Ltf,0.23,0.0007962204290842,603,-1.26,0.9999344575108172,1.49,Other
694,Il2rg,Il7,0.68,8.341877120318331e-15,576,-0.71,0.2111504195797973,1.39,Other
695,Pvr,Cd226,1.16,2.126155443121877e-44,520,-0.2,0.9999344575108172,1.36,Other
696,Glrb,Shmt2,0.37,0.0003426955273549,589,-0.9,4.1359213972648687e-106,1.27,Other
697,Wnt11,Cer1,0.41,6.225001400507857e-29,587,-0.85,0.9999344575108172,1.26,Other
698,Insr,Igf2,0.6,8.088641315405144e-42,580,-0.2,0.0176981039462366,0.8,Other
699,Glrb,Shmt1,0.37,0.0003426955273549,589,-0.4,0.6721377553765209,0.77,Other
700,Il2rg,Il4,0.68,8.341877120318331e-15,576,-0.07,0.9999344575108172,0.75,Other
701,Gfra2,Pspn,0.02,2.3437926125731184e-21,620,-0.18,0.9999344575108172,0.19,Other
